Id,SalePrice
2621,169805.02
2622,174340.78
2623,266493.3
2624,300290.56
2625,361640.72
2626,164842.9
2627,213257.84
2628,408347.78
2629,488771.75
2630,351323.03
2631,441170.53
2632,407719.03
2633,308910.78
2634,339042.22
2635,148069.22
2636,212350.8
2637,164360.16
2638,267036.66
2639,186812.42
2640,161057.62
2641,108505.414
2642,182439.11
2643,134604.03
2644,135274.08
2645,131785.48
2646,128881.484
2647,134604.03
2648,158971.64
2649,141057.23
2650,174243.36
2651,165089.67
2652,394528.25
2653,264197.1
2654,268814.28
2655,327684.47
2656,332814.16
2657,352991.94
2658,309382.94
2659,310212.84
2660,333821.88
2661,342218.9
2662,316956.62
2663,274297.1
2664,290483.6
2665,329081.56
2666,326602.78
2667,170271.52
2668,198244.98
2669,185591.42
2670,309007.3
2671,198244.98
2672,215439.55
2673,210620.56
2674,213027.11
2675,195729.44
2676,189513.08
2677,183504.22
2678,289798.47
2679,258816.31
2680,282799.12
2681,378599.78
2682,326082.97
2683,450365.4
2684,307527.72
2685,328074.94
2686,283618.25
2687,294133.47
2688,273559.88
2689,245550.0
2690,430956.3
2691,173504.3
2692,153845.95
2693,227705.27
2694,160306.98
2695,197658.89
2696,185467.67
2697,180013.94
2698,146672.06
2699,179156.52
2700,168051.75
2701,154311.66
2702,130010.28
2703,146164.8
2704,133407.77
2705,129770.81
2706,114233.84
2707,126238.68
2708,132165.5
2709,125460.42
2710,126377.586
2711,309007.6
2712,332464.22
2713,169097.02
2714,166280.1
2715,164364.1
2716,159647.56
2717,181771.77
2718,258101.72
2719,150039.12
2720,196726.38
2721,133781.89
2722,151533.2
2723,120941.9
2724,122786.65
2725,133781.89
2726,139169.9
2727,157611.28
2728,160862.31
2729,136275.27
2730,145601.83
2731,134110.86
2732,130337.73
2733,151430.4
2734,162817.19
2735,139073.1
2736,144621.72
2737,126897.23
2738,175210.42
2739,160231.19
2740,145618.81
2741,147152.3
2742,159493.83
2743,143839.19
2744,152740.81
2745,125405.49
2746,131207.62
2747,140500.53
2748,115225.664
2749,131028.03
2750,134081.23
2751,123784.15
2752,178767.58
2753,143032.69
2754,265573.03
2755,148766.77
2756,84710.32
2757,84828.91
2758,91883.72
2759,163910.52
2760,109701.31
2761,152256.3
2762,155739.33
2763,192875.36
2764,156658.53
2765,296042.2
2766,129639.234
2767,93497.12
2768,173491.31
2769,139708.7
2770,163084.52
2771,122586.81
2772,132225.36
2773,163344.34
2774,157563.38
2775,140601.97
2776,151860.1
2777,165451.36
2778,145974.84
2779,153040.83
2780,114201.82
2781,121389.484
2782,89621.195
2783,105699.805
2784,128334.016
2785,142884.05
2786,84182.87
2787,144387.05
2788,91033.86
2789,244250.31
2790,136407.14
2791,128334.016
2792,92049.055
2793,166629.8
2794,69523.26
2795,133331.42
2796,119713.21
2797,256772.67
2798,104227.1
2799,123609.68
2800,90957.7
2801,102016.695
2802,138194.03
2803,235113.83
2804,121718.734
2805,103128.695
2806,122101.04
2807,175347.7
2808,134560.17
2809,140553.86
2810,111513.18
2811,149979.53
2812,145261.78
2813,208501.03
2814,206305.89
2815,123065.74
2816,242072.83
2817,130728.68
2818,118563.28
2819,176570.8
2820,126047.305
2821,101832.37
2822,177447.84
2823,367913.03
2824,180218.28
2825,117071.23
2826,134141.1
2827,164378.8
2828,202517.08
2829,178917.94
2830,255812.11
2831,161006.05
2832,249474.28
2833,283134.6
2834,231348.2
2835,230698.89
2836,186180.58
2837,148749.97
2838,136715.34
2839,164296.61
2840,207658.39
2841,199447.81
2842,207260.45
2843,147961.06
2844,163622.94
2845,122586.81
2846,199507.19
2847,174225.44
2848,217641.78
2849,212114.9
2850,277731.0
2851,231969.75
2852,223767.38
2853,221126.14
2854,136026.61
2855,203391.62
2856,221269.6
2857,187152.66
2858,219773.27
2859,129423.734
2860,112338.7
2861,118517.59
2862,195295.52
2863,139977.8
2864,242218.94
2865,140183.17
2866,203408.39
2867,103541.18
2868,118556.04
2869,97555.445
2870,116036.75
2871,92624.01
2872,82104.0
2873,113615.516
2874,158823.0
2875,126864.71
2876,164391.67
2877,154034.22
2878,152831.16
2879,154125.5
2880,134613.67
2881,157115.75
2882,149941.39
2883,203509.95
2884,168782.05
2885,161340.53
2886,190254.69
2887,87032.58
2888,150200.48
2889,89917.04
2890,94838.87
2891,174202.89
2892,85868.64
2893,119435.86
2894,90796.39
2895,296408.84
2896,264875.25
2897,199029.25
2898,203783.66
2899,248714.86
2900,165217.52
2901,155464.78
2902,178818.08
2903,317502.22
2904,347905.7
2905,95853.22
2906,196627.7
2907,119024.914
2908,122903.07
2909,179671.83
2910,94180.33
2911,106071.555
2912,144854.11
2913,83343.28
2914,106071.555
2915,106071.555
2916,83343.28
2917,121391.195
2918,127294.76
2919,224944.3
